0,0000;-1;-1;2599;349;3740;-584;-974;-658;618;-1007;3205;34;1843;222;920;324;1388;1034;1874;-207;-1;-1;2189;-382;-761;-580;2779;-95;651;393;173;789;-704;-433;-49;-433;1003;854;2063;95;1271;131;
0,0200;-1;-1;3231;453;4373;-479;-341;-553;1250;-902;3838;138;2475;327;1553;428;2020;1138;2506;-103;-1;-1;2828;-278;-123;-475;3417;8;1277;497;805;888;-72;-322;577;-329;1641;959;2695;206;1910;235;
0,3533;-1;-1;3168;455;4278;-451;-305;-523;1242;-862;3758;149;2433;332;1536;431;1991;1121;2463;-85;-1;-1;2824;-255;-44;-447;3397;23;1220;499;810;830;-43;-250;539;-305;1671;947;2647;263;1932;244;
0,4898;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4000;-64;1131;-256;4573;214;2354;690;1965;1000;1111;-62;1679;-113;2847;1138;3802;475;3108;435;
0,5263;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4006;-64;1137;-256;4579;214;2348;690;1965;994;1111;-68;1685;-113;2853;1138;3802;481;3114;435;
0,5445;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4009;-64;1140;-256;4582;214;2345;690;1965;991;1111;-71;1688;-113;2856;1138;3802;484;3117;435;
0,5637;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4012;-64;1143;-256;4585;214;2342;690;1965;988;1111;-74;1691;-113;2859;1138;3802;487;3120;435;
0,5843;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4015;-64;1146;-256;4588;214;2339;690;1965;985;1111;-77;1694;-113;2862;1138;3802;490;3123;435;
0,6052;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4018;-64;1149;-256;4591;214;2336;690;1965;988;1111;-80;1697;-113;2865;1138;3802;493;3126;435;
0,6288;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4021;-64;1152;-256;4594;214;2333;690;1965;991;1111;-83;1700;-113;2868;1138;3802;496;3129;435;
0,6494;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4024;-64;1155;-256;4597;214;2330;690;1965;994;1111;-86;1703;-113;2871;1138;3802;499;3132;435;
0,6699;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4027;-64;1158;-256;4600;214;2327;690;1965;997;1111;-89;1706;-113;2874;1138;3802;502;3135;435;
0,6908;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4030;-64;1161;-256;4603;214;2330;690;1965;1000;1111;-92;1709;-113;2877;1138;3802;505;3138;435;
0,7081;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4033;-64;1164;-256;4606;214;2333;690;1965;1003;1111;-95;1712;-113;2880;1138;3802;508;3141;435;
0,7335;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4036;-64;1167;-256;4609;214;2336;690;1965;1006;1111;-98;1715;-113;2883;1138;3802;511;3144;435;
0,7596;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4039;-64;1170;-256;4612;214;2339;690;1965;1009;1111;-101;1718;-113;2886;1138;3802;514;3147;435;
0,7783;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4042;-64;1173;-256;4615;214;2342;690;1965;1012;1111;-104;1721;-113;2889;1138;3802;517;3150;435;
0,7989;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4045;-64;1176;-256;4618;214;2345;690;1965;1015;1111;-107;1724;-113;2892;1138;3802;520;3153;435;
0,8195;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4048;-64;1179;-256;4621;214;2348;690;1965;1018;1111;-110;1727;-113;2895;1138;3802;523;3156;435;
0,8404;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4054;-64;1173;-256;4627;214;2354;690;1965;1024;1111;-110;1733;-113;2901;1138;3802;529;3162;435;
0,8610;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4057;-64;1170;-256;4630;214;2357;690;1965;1027;1111;-107;1736;-113;2904;1138;3802;532;3165;435;
0,8816;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4060;-64;1167;-256;4633;214;2360;690;1965;1030;1111;-104;1739;-113;2907;1138;3802;535;3168;435;
0,9019;-1;-1;4323;646;5433;-260;849;-332;2397;-671;4913;340;3588;523;2691;622;3146;1312;3618;105;-1;-1;4063;-64;1164;-256;4636;214;2363;690;1965;1033;1111;-101;1743;-113;2904;1138;3802;538;3171;435;
