0,0000;True;1;1747;97;960;540
0,0200;True;1;1750;98;960;540
0,0387;True;1;1750;98;960;540
0,0555;True;1;1750;97;960;540
0,0803;True;1;1750;97;960;540
0,0970;True;1;1748;94;960;540
0,1218;True;1;1744;91;960;540
0,1471;True;1;1742;91;960;540
0,1721;True;1;1742;90;960;540
0,1890;True;1;1745;89;960;540
0,2139;True;1;1746;94;960;540
0,2385;True;1;1741;106;960;540
0,2552;True;1;1729;159;960;540
0,2720;True;1;1695;237;960;540
0,2967;True;1;1596;403;960;540
0,3135;True;1;1595;435;960;540
0,3384;True;1;1604;471;960;540
0,3634;True;1;1617;486;960;540
0,3883;True;1;1617;486;960;540
0,4050;True;1;1617;486;960;540
0,4301;True;1;1617;486;960;540
0,4549;True;1;1617;486;960;540
0,4719;True;1;1617;486;960;540
0,4967;True;1;1617;486;960;540
0,5134;True;1;1617;486;960;540
0,5304;True;1;1641;566;960;540
0,5476;True;1;1643;566;960;540
0,5722;True;1;1644;558;960;540
0,5972;True;1;1641;556;960;540
0,6218;True;1;1633;552;960;540
0,6387;True;1;1633;552;960;540
0,6556;True;1;1433;549;960;540
0,6805;True;1;1268;551;960;540
0,6974;True;1;1171;559;960;540
0,7219;True;1;1123;558;960;540
0,7471;True;1;1099;559;960;540
0,7722;True;1;1087;562;960;540
0,7973;True;1;1057;560;960;540
0,8140;True;1;1036;559;960;540
0,8309;True;1;999;558;960;540
0,8556;True;1;979;559;960;540
0,8803;True;1;969;559;960;540
0,8972;True;1;963;559;960;540
0,9219;True;1;958;558;960;540
0,9388;True;1;957;558;960;540
0,9639;True;1;955;556;960;540
0,9886;True;1;955;556;960;540
1,0055;False;1;955;556;932;540
1,0304;False;1;955;557;932;540
1,0471;False;1;954;557;938;540
1,0722;False;1;954;557;938;540
1,0972;False;1;953;555;944;540
1,1219;False;1;952;554;949;540
1,1387;False;1;952;554;949;540
1,1554;False;1;951;553;953;540
1,1722;False;1;951;553;953;540
1,1970;False;1;951;552;957;540
1,2139;False;1;951;552;961;540
1,2308;False;1;951;552;961;540
1,2551;False;1;951;552;964;540
1,2722;False;1;951;552;964;540
1,2971;False;1;953;554;966;540
1,3138;False;1;954;554;967;540
1,3387;False;1;955;553;967;540
1,3640;False;1;957;553;968;540
1,3887;False;1;958;553;968;540
1,4056;False;1;958;554;968;540
1,4304;False;1;958;556;968;540
1,4552;False;1;958;555;966;540
1,4721;False;1;958;555;966;540
1,4969;False;1;960;556;964;540
1,5137;False;1;962;557;962;540
1,5385;False;1;963;558;962;540
1,5555;False;1;964;557;959;540
1,5806;False;1;968;556;959;540
1,6053;False;1;968;556;956;540
1,6221;False;1;968;556;952;540
1,6471;False;1;968;556;952;540
1,6717;False;1;968;556;948;540
1,6887;False;1;976;561;944;540
1,7137;False;1;975;561;944;540
1,7308;False;1;977;561;940;540
1,7557;False;1;978;561;940;540
1,7805;False;1;980;561;935;540
1,8054;False;1;982;563;931;540
1,8221;False;1;982;563;931;540
1,8470;False;1;982;562;927;540
1,8639;False;1;982;563;927;540
1,8888;False;1;981;563;923;540
1,9139;False;1;981;563;919;540
1,9307;False;1;980;562;919;540
1,9553;False;1;979;562;916;540
1,9720;False;1;978;562;913;540
1,9966;False;1;975;561;913;540
2,0133;False;1;974;560;910;540
2,0380;False;1;972;559;910;540
2,0548;False;1;970;558;907;540
2,0796;False;1;966;557;905;540
2,1046;False;1;964;556;905;540
2,1296;False;1;960;555;903;540
2,1462;False;1;959;555;901;540
2,1712;False;1;956;554;901;540
2,1963;False;1;953;551;899;540
2,2213;False;1;951;548;897;540
2,2463;False;1;949;547;896;540
2,2712;False;1;949;546;896;540
2,2881;False;1;948;544;895;540
2,3051;False;1;948;543;893;540
2,3218;False;1;947;542;893;540
2,3468;False;1;946;541;892;540
2,3715;False;1;945;540;892;540
2,3882;False;1;945;539;890;540
2,4049;False;1;945;540;888;540
2,4297;False;1;944;542;888;540
2,4468;False;1;943;542;886;540
2,4715;False;1;942;543;886;540
2,4965;False;1;941;545;883;540
2,5132;False;1;940;546;881;540
2,5299;False;1;941;546;881;540
2,5548;False;1;942;548;878;540
2,5717;False;1;941;548;875;540
2,5966;False;1;941;546;875;540
2,6134;False;1;941;546;871;540
2,6381;False;1;939;546;871;540
2,6549;False;1;938;546;867;540
2,6799;False;1;936;546;863;540
2,7047;False;1;935;545;863;540
2,7216;False;1;929;547;860;540
2,7466;False;1;921;551;855;540
2,7633;False;1;914;556;855;540
2,7882;False;1;906;558;851;540
2,8050;False;1;903;559;846;540
2,8299;False;1;896;563;846;540
2,8467;False;1;894;564;842;540
2,8634;False;1;893;567;842;540
2,8882;False;1;890;568;838;540
2,9132;False;1;888;569;834;540
2,9299;False;1;887;570;834;540
2,9553;False;1;885;572;831;540
2,9798;False;1;882;575;828;540
2,9965;False;1;879;577;828;540
3,0215;False;1;876;577;826;540
3,0468;False;1;874;579;825;540
3,0717;False;1;871;580;825;540
3,0967;False;1;867;580;824;540
3,1218;False;1;864;579;825;540
3,1465;False;1;861;579;826;540
3,1633;False;1;858;580;826;540
3,1882;False;1;854;580;829;540
3,2049;False;1;853;580;832;540
3,2299;False;1;852;579;832;540
3,2468;False;1;852;578;836;540
3,2636;False;1;852;577;836;540
3,2883;False;1;851;577;842;540
3,3131;False;1;849;577;848;540
3,3301;False;1;847;577;848;540
3,3549;False;1;845;577;856;540
3,3798;False;1;844;577;863;540
3,3966;False;1;844;578;863;540
3,4215;False;1;845;577;873;540
3,4465;False;1;846;577;882;540
3,4633;False;1;847;578;882;540
3,4882;False;1;848;578;893;540
3,5132;False;1;850;577;903;540
3,5381;False;1;853;577;903;540
3,5548;False;1;856;576;914;540
3,5718;False;1;857;576;926;540
3,5884;False;1;862;574;926;540
3,6134;False;1;868;572;937;540
3,6383;False;1;876;569;937;540
3,6550;False;1;885;567;947;540
3,6718;False;1;890;565;957;540
3,6968;False;1;906;561;957;540
3,7216;False;1;917;560;967;540
3,7465;False;1;928;558;975;540
3,7633;False;1;938;556;975;540
3,7882;False;1;947;557;983;540
3,8049;False;1;950;557;990;540
3,8301;False;1;961;558;990;540
3,8548;False;1;967;555;995;540
3,8798;False;1;974;554;999;540
3,8967;False;1;982;554;999;540
3,9217;False;1;989;554;1001;540
3,9465;False;1;994;550;1002;540
3,9634;False;1;998;545;1002;540
3,9881;False;1;1002;543;1001;540
4,0051;False;1;1004;544;1001;540
4,0302;False;1;1009;545;999;540
4,0547;False;1;1013;545;995;540
4,0715;False;1;1014;545;995;540
4,0882;False;1;1016;543;989;540
4,1133;False;1;1018;540;989;540
4,1383;False;1;1020;539;982;540
4,1552;False;1;1020;538;974;540
4,1799;False;1;1020;537;974;540
4,2050;False;1;1021;539;965;540
4,2299;False;1;1019;540;954;540
4,2468;False;1;1016;539;943;540
4,2714;False;1;1003;535;943;540
4,2882;False;1;1003;535;931;540
4,3131;False;1;1003;535;931;540
4,3299;False;1;1003;535;918;540
4,3550;False;1;984;548;905;540
4,3799;False;1;971;552;905;540
4,4047;False;1;958;556;893;540
4,4214;False;1;948;560;880;540
4,4383;False;1;941;561;880;540
4,4551;False;1;929;559;868;540
4,4798;False;1;920;548;868;540
4,4965;False;1;920;548;858;540
4,5214;False;1;920;548;847;540
4,5382;False;1;920;548;847;540
4,5549;False;1;920;548;837;540
4,5798;False;1;904;600;837;540
4,5967;False;1;902;607;829;540
4,6134;False;1;899;608;822;540
4,6383;False;1;893;605;822;540
4,6632;False;1;885;598;817;540
4,6882;False;1;880;597;813;540
4,7131;False;1;875;595;813;540
4,7298;False;1;869;594;811;540
4,7548;False;1;864;592;811;540
4,7798;False;1;860;590;811;540
4,8049;False;1;857;589;813;540
4,8216;False;1;853;590;816;540
4,8465;False;1;848;589;816;540
4,8634;False;1;843;588;821;540
4,8882;False;1;840;586;828;540
4,9132;False;1;837;586;828;540
4,9380;False;1;834;586;836;540
4,9549;False;1;835;585;845;540
4,9717;False;1;837;585;845;540
4,9884;False;1;837;585;856;540
5,0131;False;1;838;584;856;540
5,0298;True;2;840;583;856;540
5,0465;True;2;841;582;856;540
5,0635;True;2;844;581;856;540
5,0881;True;2;847;580;856;540
5,1131;True;2;850;579;856;540
5,1298;True;2;855;578;856;540
5,1465;True;2;858;577;856;540
