0,0000;-1;-1;2599,195;349,0148;3740,909;-584,4139;-974,0627;-658,4711;618,1659;-1007,157;3205,537;34,27193;1843,194;222,5005;920,5659;324,3291;1388,052;1034,043;1874,052;-207,9566;-1;-1;;2189,657;-382,6286;-761,8284;-580,1143;2779,029;-95,65714;651,4286;393,4286;173,1429;789,9429;-704,743;-433,5429;-49,02855;-433,5429;1003,2;854,7429;2063,143;95,65714;1271,657;131,1428;
0,0200;-1;-1;3231,664;453,5331;4373,378;-479,8956;-341,5931;-553,9527;1250,635;-902,6384;3838,007;138,7902;2475,664;327,0188;1553,036;428,8474;2020,521;1138,562;2506,521;-103,4384;-1;-1;;2828,298;-278,1103;-123,1872;-475,596;3417,669;8,861139;1290,07;497,9468;805,6125;888,2897;-72,27333;-335,1962;583,4411;-329,0246;1641,841;959,2612;2695,612;206,3469;1910,298;235,6611;
0,3533;-1;-1;3168,661;455,8199;4278,661;-451,6802;-305,3389;-523,6802;1242,661;-862,6802;3758,161;149,8199;2433,661;332,82;1536,661;431,8199;1991,161;1121,82;2463,661;-85,6801;-1;-1;;2824,5;-255,5;-44,99863;-447,5;3397,5;23,49998;1329,001;499;810;830,5001;-43,50014;-359,0012;593,9999;-305;1671,001;947,5001;2647,5;263,5;1932,001;244;
0,4320;-1;-1;4323,661;646,8199;5433,661;-260,6802;849,6611;-332,6801;2397,661;-671,6802;4913,161;340,8199;3588,661;523,8199;2691,661;622,8199;3146,161;1312,82;3618,661;105,3199;-1;-1;;3991,5;-64,49996;1122,002;-256,4999;4564,5;214,5;2496,001;690;1965;1009,5;1111,5;-174,0014;1749;-114;2838,001;1138,5;3802,5;466,4999;3099,001;435;
0,4594;-1;-1;4323,661;646,8199;5433,661;-260,6802;849,6611;-332,6801;2397,661;-671,6802;4913,161;340,8199;3588,661;523,8199;2691,661;622,8199;3146,161;1312,82;3618,661;105,3199;-1;-1;;3994,5;-64,49996;1125,002;-256,4999;4567,5;214,5;2499,002;690;1965;1006,5;1111,5;-171,0013;1749;-114;2841,002;1138,5;3802,5;469,5;3102,002;435;
0,4816;-1;-1;4323,661;646,8199;5433,661;-260,6802;849,6611;-332,6801;2397,661;-671,6802;4913,161;340,8199;3588,661;523,8199;2691,661;622,8199;3146,161;1312,82;3618,661;105,3199;-1;-1;;4000,5;-64,49996;1131,002;-256,4999;4573,5;214,5;2505,002;690;1965;1000,5;1111,5;-165,0012;1749;-114;2847,002;1138,5;3802,5;475,4999;3108,002;435;
0,5022;-1;-1;4323,661;646,8199;5433,661;-260,6802;849,6611;-332,6801;2397,661;-671,6802;4913,161;340,8199;3588,661;523,8199;2691,661;622,8199;3146,161;1312,82;3618,661;105,3199;-1;-1;;4003,5;-64,49996;1134,002;-256,4999;4576,5;214,5;2508,002;690;1965;997,5001;1111,5;-162,0011;1749;-114;2850,002;1138,5;3802,5;478,4999;3111,002;435;
0,5228;-1;-1;4323,661;646,8199;5433,661;-260,6802;849,6611;-332,6801;2397,661;-671,6802;4913,161;340,8199;3588,661;523,8199;2691,661;622,8199;3146,161;1312,82;3618,661;105,3199;-1;-1;;4006,5;-64,49996;1137,002;-256,4999;4579,5;214,5;2511,002;690;1965;994,5001;1111,5;-159,0011;1749;-114;2853,002;1138,5;3802,5;481,4999;3114,002;435;
0,5429;-1;-1;4323,661;646,8199;5433,661;-260,6802;849,6611;-332,6801;2397,661;-671,6802;4913,161;340,8199;3588,661;523,8199;2691,661;622,8199;3146,161;1312,82;3618,661;105,3199;-1;-1;;4009,5;-64,49996;1140,002;-256,4999;4582,5;214,5;2514,002;690;1965;991,5001;1111,5;-156,0009;1749;-114;2856,002;1138,5;3802,5;484,4999;3117,002;435;
0,5627;-1;-1;4323,661;646,8199;5433,661;-260,6802;849,6611;-332,6801;2397,661;-671,6802;4913,161;340,8199;3588,661;523,8199;2691,661;622,8199;3146,161;1312,82;3618,661;105,3199;-1;-1;;4012,5;-64,49996;1143,002;-256,4999;4585,5;214,5;2517,002;690;1965;988,5001;1111,5;-153,0009;1749;-114;2859,002;1138,5;3802,5;487,4999;3120,002;435;
